season,gamenumber,gamedate,hteamcode,vteamcode
2011,20001,10/6/2011,BOS,PHI
2011,20002,10/6/2011,TOR,MTL
2011,20003,10/6/2011,VAN,PIT
2011,20004,10/7/2011,CAR,TB
2011,20005,10/7/2011,DET,OTT
2011,20006,10/7/2011,CBJ,NSH
2011,20007,10/7/2011,BUF,ANA
2011,20008,10/7/2011,DAL,CHI
2011,20009,10/7/2011,LA,NYR
2011,20010,10/8/2011,BOS,TB
2011,20011,10/8/2011,TOR,OTT
2011,20012,10/8/2011,NJ,PHI
2011,20013,10/8/2011,WSH,CAR
2011,20014,10/8/2011,NYI,FLA
2011,20015,10/8/2011,STL,NSH
2011,20016,10/8/2011,MIN,CBJ
2011,20017,10/8/2011,CHI,DAL
2011,20018,10/8/2011,COL,DET
2011,20019,10/8/2011,CGY,PIT
2011,20020,10/8/2011,ANA,NYR
2011,20021,10/8/2011,SJ,PHX
2011,20022,10/8/2011,LA,BUF
2011,20023,10/9/2011,WPG,MTL
2011,20024,10/9/2011,EDM,PIT
2011,20025,10/10/2011,BOS,COL
2011,20026,10/10/2011,NJ,CAR
2011,20027,10/10/2011,NYI,MIN
2011,20028,10/10/2011,STL,CGY
2011,20029,10/10/2011,WSH,TB
2011,20030,10/10/2011,CBJ,VAN
2011,20031,10/10/2011,DAL,PHX
2011,20032,10/11/2011,PIT,FLA
2011,20033,10/11/2011,OTT,MIN
2011,20034,10/12/2011,CBJ,COL
2011,20035,10/12/2011,PHI,VAN
2011,20036,10/12/2011,CAR,BOS
2011,20037,10/13/2011,NJ,LA
2011,20038,10/13/2011,NYI,TB
2011,20039,10/13/2011,PIT,WSH
2011,20040,10/13/2011,MTL,CGY
2011,20041,10/13/2011,OTT,COL
2011,20042,10/13/2011,DET,VAN
2011,20043,10/13/2011,NSH,PHX
2011,20044,10/13/2011,MIN,EDM
2011,20045,10/13/2011,CHI,WPG
2011,20046,10/13/2011,DAL,STL
2011,20047,10/14/2011,BUF,CAR
2011,20048,10/14/2011,ANA,SJ
2011,20049,10/15/2011,TOR,CGY
2011,20050,10/15/2011,MTL,COL
2011,20051,10/15/2011,NYI,NYR
2011,20052,10/15/2011,PHI,LA
2011,20053,10/15/2011,PIT,BUF
2011,20054,10/15/2011,WSH,OTT
2011,20055,10/15/2011,PHX,WPG
2011,20056,10/15/2011,FLA,TB
2011,20057,10/15/2011,NSH,NJ
2011,20058,10/15/2011,MIN,DET
2011,20059,10/15/2011,DAL,CBJ
2011,20060,10/15/2011,CHI,BOS
2011,20061,10/15/2011,EDM,VAN
2011,20062,10/15/2011,SJ,STL
2011,20063,10/16/2011,ANA,STL
2011,20064,10/17/2011,TOR,COL
2011,20065,10/17/2011,TB,FLA
2011,20066,10/17/2011,WPG,PIT
2011,20067,10/17/2011,EDM,NSH
2011,20068,10/17/2011,SJ,ANA
2011,20069,10/18/2011,BOS,CAR
2011,20070,10/18/2011,WSH,FLA
2011,20071,10/18/2011,CBJ,DAL
2011,20072,10/18/2011,MTL,BUF
2011,20073,10/18/2011,OTT,PHI
2011,20074,10/18/2011,MIN,PIT
2011,20075,10/18/2011,CGY,EDM
2011,20076,10/18/2011,VAN,NYR
2011,20077,10/18/2011,PHX,CHI
2011,20078,10/18/2011,LA,STL
2011,20079,10/19/2011,TOR,WPG
2011,20080,10/20/2011,BOS,TOR
2011,20081,10/20/2011,PHI,WSH
2011,20082,10/20/2011,PIT,MTL
2011,20083,10/20/2011,OTT,WPG
2011,20084,10/20/2011,TB,NYI
2011,20085,10/20/2011,FLA,BUF
2011,20086,10/20/2011,COL,CHI
2011,20087,10/20/2011,CGY,NYR
2011,20088,10/20/2011,EDM,MIN
2011,20089,10/20/2011,VAN,NSH
2011,20090,10/20/2011,PHX,LA
2011,20091,10/21/2011,NJ,SJ
2011,20092,10/21/2011,DET,CBJ
2011,20093,10/21/2011,STL,CAR
2011,20094,10/21/2011,ANA,DAL
2011,20095,10/22/2011,CGY,NSH
2011,20096,10/22/2011,VAN,MIN
2011,20097,10/22/2011,BOS,SJ
2011,20098,10/22/2011,MTL,TOR
2011,20099,10/22/2011,OTT,CBJ
2011,20100,10/22/2011,PHI,STL
2011,20101,10/22/2011,PIT,NJ
2011,20102,10/22/2011,WSH,DET
2011,20103,10/22/2011,WPG,CAR
2011,20104,10/22/2011,TB,BUF
2011,20105,10/22/2011,FLA,NYI
2011,20106,10/22/2011,CHI,COL
2011,20107,10/22/2011,EDM,NYR
2011,20108,10/22/2011,LA,DAL
2011,20109,10/23/2011,ANA,PHX
2011,20110,10/24/2011,PHI,TOR
2011,20111,10/24/2011,MTL,FLA
2011,20112,10/24/2011,WPG,NYR
2011,20113,10/25/2011,BUF,TB
2011,20114,10/25/2011,NYI,PIT
2011,20115,10/25/2011,CAR,OTT
2011,20116,10/25/2011,CBJ,DET
2011,20117,10/25/2011,NSH,SJ
2011,20118,10/25/2011,CHI,ANA
2011,20119,10/25/2011,EDM,VAN
2011,20120,10/25/2011,PHX,DAL
2011,20121,10/25/2011,LA,NJ
2011,20122,10/26/2011,MTL,PHI
2011,20123,10/26/2011,CGY,COL
2011,20124,10/26/2011,VAN,STL
2011,20125,10/27/2011,BOS,MTL
2011,20126,10/27/2011,BUF,CBJ
2011,20127,10/27/2011,NYR,TOR
2011,20128,10/27/2011,PHI,WPG
2011,20129,10/27/2011,PIT,NYI
2011,20130,10/27/2011,OTT,FLA
2011,20131,10/27/2011,NSH,TB
2011,20132,10/27/2011,MIN,ANA
2011,20133,10/27/2011,DAL,LA
2011,20134,10/27/2011,EDM,WSH
2011,20135,10/27/2011,PHX,NJ
2011,20136,10/28/2011,CAR,CHI
2011,20137,10/28/2011,DET,SJ
2011,20138,10/28/2011,COL,EDM
2011,20139,10/28/2011,CGY,STL
2011,20140,10/29/2011,NYR,OTT
2011,20141,10/29/2011,BUF,FLA
2011,20142,10/29/2011,TOR,PIT
2011,20143,10/29/2011,MTL,BOS
2011,20144,10/29/2011,NYI,SJ
2011,20145,10/29/2011,PHI,CAR
2011,20146,10/29/2011,TB,WPG
2011,20147,10/29/2011,NSH,ANA
2011,20148,10/29/2011,MIN,DET
2011,20149,10/29/2011,DAL,NJ
2011,20150,10/29/2011,CHI,CBJ
2011,20151,10/29/2011,PHX,LA
2011,20152,10/29/2011,VAN,WSH
2011,20153,10/30/2011,CBJ,ANA
2011,20154,10/30/2011,OTT,TOR
2011,20155,10/30/2011,COL,LA
2011,20156,10/30/2011,EDM,STL
2011,20157,10/31/2011,NYR,SJ
2011,20158,10/31/2011,FLA,WPG
2011,20159,10/31/2011,CHI,NSH
2011,20160,11/1/2011,BOS,OTT
2011,20161,11/1/2011,WSH,ANA
2011,20162,11/1/2011,CAR,TB
2011,20163,11/1/2011,DET,MIN
2011,20164,11/1/2011,CGY,VAN
2011,20165,11/2/2011,BUF,PHI
2011,20166,11/2/2011,NJ,TOR
2011,20167,11/2/2011,COL,PHX
2011,20168,11/3/2011,NYI,WPG
2011,20169,11/3/2011,NYR,ANA
2011,20170,11/3/2011,PHI,NJ
2011,20171,11/3/2011,CBJ,TOR
2011,20172,11/3/2011,FLA,CHI
2011,20173,11/3/2011,DET,CGY
2011,20174,11/3/2011,MIN,VAN
2011,20175,11/3/2011,PHX,NSH
2011,20176,11/3/2011,LA,EDM
2011,20177,11/3/2011,SJ,PIT
2011,20178,11/4/2011,CAR,WSH
2011,20179,11/4/2011,BUF,CGY
2011,20180,11/4/2011,OTT,MTL
2011,20181,11/4/2011,TB,CHI
2011,20182,11/4/2011,STL,VAN
2011,20183,11/4/2011,DAL,COL
2011,20184,11/5/2011,TOR,BOS
2011,20185,11/5/2011,OTT,BUF
2011,20186,11/5/2011,NJ,WPG
2011,20187,11/5/2011,NYI,WSH
2011,20188,11/5/2011,NYR,MTL
2011,20189,11/5/2011,PHI,CBJ
2011,20190,11/5/2011,DET,ANA
2011,20191,11/5/2011,MIN,STL
2011,20192,11/5/2011,PHX,EDM
2011,20193,11/5/2011,LA,PIT
2011,20194,11/5/2011,SJ,NSH
2011,20195,11/6/2011,CAR,DAL
2011,20196,11/6/2011,FLA,TB
2011,20197,11/6/2011,NYR,WPG
2011,20198,11/6/2011,CHI,VAN
2011,20199,11/6/2011,COL,CGY
2011,20200,11/7/2011,BOS,NYI
2011,20201,11/7/2011,SJ,LA
2011,20202,11/8/2011,BUF,WPG
2011,20203,11/8/2011,TOR,FLA
2011,20204,11/8/2011,NJ,CAR
2011,20205,11/8/2011,WSH,DAL
2011,20206,11/8/2011,MTL,EDM
2011,20207,11/8/2011,DET,COL
2011,20208,11/8/2011,STL,CHI
2011,20209,11/8/2011,CGY,MIN
2011,20210,11/8/2011,LA,NSH
2011,20211,11/9/2011,OTT,NYR
2011,20212,11/9/2011,TB,PHI
2011,20213,11/9/2011,ANA,NSH
2011,20214,11/10/2011,BOS,EDM
2011,20215,11/10/2011,CBJ,CHI
2011,20216,11/10/2011,STL,TOR
2011,20217,11/10/2011,WPG,FLA
2011,20218,11/10/2011,COL,NYI
2011,20219,11/10/2011,PHX,MTL
2011,20220,11/10/2011,LA,VAN
2011,20221,11/10/2011,SJ,MIN
2011,20222,11/11/2011,NJ,WSH
2011,20223,11/11/2011,NYR,CAR
2011,20224,11/11/2011,PIT,DAL
2011,20225,11/11/2011,BUF,OTT
2011,20226,11/11/2011,DET,EDM
2011,20227,11/11/2011,CHI,CGY
2011,20228,11/11/2011,ANA,VAN
2011,20229,11/12/2011,BOS,BUF
2011,20230,11/12/2011,TOR,OTT
2011,20231,11/12/2011,WSH,NJ
2011,20232,11/12/2011,CAR,PIT
2011,20233,11/12/2011,DET,DAL
2011,20234,11/12/2011,CBJ,WPG
2011,20235,11/12/2011,NSH,MTL
2011,20236,11/12/2011,STL,TB
2011,20237,11/12/2011,COL,CGY
2011,20238,11/12/2011,LA,MIN
2011,20239,11/12/2011,SJ,PHX
2011,20240,11/13/2011,FLA,PHI
2011,20241,11/13/2011,CHI,EDM
2011,20242,11/13/2011,ANA,MIN
2011,20243,11/13/2011,VAN,NYI
2011,20244,11/14/2011,CAR,PHI
2011,20245,11/14/2011,MTL,BUF
2011,20246,11/14/2011,WPG,TB
2011,20247,11/15/2011,BOS,NJ
2011,20248,11/15/2011,TOR,PHX
2011,20249,11/15/2011,NYI,NYR
2011,20250,11/15/2011,PIT,COL
2011,20251,11/15/2011,CBJ,MIN
2011,20252,11/15/2011,STL,DET
2011,20253,11/15/2011,NSH,WSH
2011,20254,11/15/2011,DAL,FLA
2011,20255,11/15/2011,CGY,OTT
2011,20256,11/16/2011,MTL,CAR
2011,20257,11/16/2011,BUF,NJ
2011,20258,11/16/2011,VAN,CHI
2011,20259,11/16/2011,LA,ANA
2011,20260,11/17/2011,BOS,CBJ
2011,20261,11/17/2011,NYI,MTL
2011,20262,11/17/2011,PHI,PHX
2011,20263,11/17/2011,TB,PIT
2011,20264,11/17/2011,STL,FLA
2011,20265,11/17/2011,NSH,TOR
2011,20266,11/17/2011,MIN,COL
2011,20267,11/17/2011,WPG,WSH
2011,20268,11/17/2011,EDM,OTT
2011,20269,11/17/2011,ANA,LA
2011,20270,11/17/2011,SJ,DET
2011,20271,11/18/2011,CAR,BUF
2011,20272,11/18/2011,COL,DAL
2011,20273,11/18/2011,CGY,CHI
2011,20274,11/19/2011,WPG,PHI
2011,20275,11/19/2011,LA,DET
2011,20276,11/19/2011,BUF,PHX
2011,20277,11/19/2011,TOR,WSH
2011,20278,11/19/2011,MTL,NYR
2011,20279,11/19/2011,NYI,BOS
2011,20280,11/19/2011,TB,NJ
2011,20281,11/19/2011,FLA,PIT
2011,20282,11/19/2011,NSH,CBJ
2011,20283,11/19/2011,MIN,STL
2011,20284,11/19/2011,DAL,SJ
2011,20285,11/19/2011,EDM,CHI
2011,20286,11/20/2011,CAR,TOR
2011,20287,11/20/2011,COL,SJ
2011,20288,11/20/2011,ANA,DET
2011,20289,11/20/2011,VAN,OTT
2011,20290,11/21/2011,PHI,CAR
2011,20291,11/21/2011,PIT,NYI
2011,20292,11/21/2011,WSH,PHX
2011,20293,11/21/2011,CBJ,CGY
2011,20294,11/21/2011,MTL,BOS
2011,20295,11/21/2011,FLA,NJ
2011,20296,11/21/2011,DAL,EDM
2011,20297,11/22/2011,TB,TOR
2011,20298,11/22/2011,STL,LA
2011,20299,11/22/2011,NSH,EDM
2011,20300,11/23/2011,BUF,BOS
2011,20301,11/23/2011,NJ,CBJ
2011,20302,11/23/2011,NYI,PHI
2011,20303,11/23/2011,PIT,STL
2011,20304,11/23/2011,WSH,WPG
2011,20305,11/23/2011,CAR,MTL
2011,20306,11/23/2011,DET,CGY
2011,20307,11/23/2011,FLA,NYR
2011,20308,11/23/2011,MIN,NSH
2011,20309,11/23/2011,DAL,LA
2011,20310,11/23/2011,COL,VAN
2011,20311,11/23/2011,PHX,ANA
2011,20312,11/23/2011,SJ,CHI
2011,20313,11/25/2011,BOS,DET
2011,20314,11/25/2011,NYI,NJ
2011,20315,11/25/2011,PHI,MTL
2011,20316,11/25/2011,MIN,EDM
2011,20317,11/25/2011,WSH,NYR
2011,20318,11/25/2011,ANA,CHI
2011,20319,11/25/2011,PIT,OTT
2011,20320,11/25/2011,CAR,WPG
2011,20321,11/25/2011,CBJ,BUF
2011,20322,11/25/2011,FLA,TB
2011,20323,11/25/2011,STL,CGY
2011,20324,11/25/2011,DAL,TOR
2011,20325,11/25/2011,PHX,VAN
2011,20326,11/26/2011,NJ,NYI
2011,20327,11/26/2011,NYR,PHI
2011,20328,11/26/2011,COL,EDM
2011,20329,11/26/2011,BOS,WPG
2011,20330,11/26/2011,BUF,WSH
2011,20331,11/26/2011,MTL,PIT
2011,20332,11/26/2011,TB,FLA
2011,20333,11/26/2011,DET,NSH
2011,20334,11/26/2011,PHX,DAL
2011,20335,11/26/2011,SJ,VAN
2011,20336,11/26/2011,LA,CHI
2011,20337,11/27/2011,OTT,CAR
2011,20338,11/27/2011,CBJ,STL
2011,20339,11/27/2011,MIN,CGY
2011,20340,11/27/2011,ANA,TOR
2011,20341,11/28/2011,MIN,TB
2011,20342,11/28/2011,COL,DAL
2011,20343,11/28/2011,EDM,NSH
2011,20344,11/28/2011,LA,SJ
2011,20345,11/29/2011,BUF,NYI
2011,20346,11/29/2011,NYR,PIT
2011,20347,11/29/2011,WSH,STL
2011,20348,11/29/2011,CAR,FLA
2011,20349,11/29/2011,WPG,OTT
2011,20350,11/29/2011,CHI,PHX
2011,20351,11/29/2011,CGY,NSH
2011,20352,11/29/2011,VAN,CBJ
2011,20353,11/30/2011,TOR,BOS
2011,20354,11/30/2011,DET,TB
2011,20355,11/30/2011,COL,NJ
2011,20356,11/30/2011,EDM,MIN
2011,20357,11/30/2011,ANA,MTL
2011,20358,12/1/2011,WSH,PIT
2011,20359,12/1/2011,CAR,NYR
2011,20360,12/1/2011,WPG,PHX
2011,20361,12/1/2011,DAL,OTT
2011,20362,12/1/2011,CGY,CBJ
2011,20363,12/1/2011,VAN,NSH
2011,20364,12/1/2011,LA,FLA
2011,20365,12/1/2011,SJ,MTL
2011,20366,12/2/2011,BUF,DET
2011,20367,12/2/2011,MIN,NJ
2011,20368,12/2/2011,CHI,NYI
2011,20369,12/2/2011,COL,STL
2011,20370,12/2/2011,EDM,CBJ
2011,20371,12/2/2011,ANA,PHI
2011,20372,12/3/2011,LA,MTL
2011,20373,12/3/2011,BOS,TOR
2011,20374,12/3/2011,WSH,OTT
2011,20375,12/3/2011,CAR,PIT
2011,20376,12/3/2011,WPG,NJ
2011,20377,12/3/2011,TB,NYR
2011,20378,12/3/2011,STL,CHI
2011,20379,12/3/2011,NSH,BUF
2011,20380,12/3/2011,PHX,PHI
2011,20381,12/3/2011,DAL,NYI
2011,20382,12/3/2011,EDM,CGY
2011,20383,12/3/2011,SJ,FLA
2011,20384,12/4/2011,COL,DET
2011,20385,12/4/2011,ANA,MIN
2011,20386,12/4/2011,VAN,CGY
2011,20387,12/5/2011,NYR,TOR
2011,20388,12/5/2011,PIT,BOS
2011,20389,12/5/2011,OTT,TB
2011,20390,12/5/2011,FLA,WSH
2011,20391,12/5/2011,CHI,PHX
2011,20392,12/6/2011,TOR,NJ
2011,20393,12/6/2011,NYI,TB
2011,20394,12/6/2011,MTL,CBJ
2011,20395,12/6/2011,STL,DET
2011,20396,12/6/2011,NSH,PHX
2011,20397,12/6/2011,WPG,BOS
2011,20398,12/6/2011,CGY,CAR
2011,20399,12/6/2011,VAN,COL
2011,20400,12/6/2011,ANA,LA
2011,20401,12/6/2011,SJ,MIN
2011,20402,12/7/2011,OTT,WSH
2011,20403,12/7/2011,BUF,PHI
2011,20404,12/7/2011,EDM,CAR
2011,20405,12/8/2011,BOS,FLA
2011,20406,12/8/2011,NJ,OTT
2011,20407,12/8/2011,NYI,CHI
2011,20408,12/8/2011,NYR,TB
2011,20409,12/8/2011,PHI,PIT
2011,20410,12/8/2011,CBJ,NSH
2011,20411,12/8/2011,MTL,VAN
2011,20412,12/8/2011,DET,PHX
2011,20413,12/8/2011,STL,ANA
2011,20414,12/8/2011,CGY,COL
2011,20415,12/8/2011,LA,MIN
2011,20416,12/8/2011,SJ,DAL
2011,20417,12/9/2011,WSH,TOR
2011,20418,12/9/2011,BUF,FLA
2011,20419,12/9/2011,WPG,CAR
2011,20420,12/9/2011,EDM,COL
2011,20421,12/10/2011,NJ,MTL
2011,20422,12/10/2011,BUF,NYR
2011,20423,12/10/2011,OTT,VAN
2011,20424,12/10/2011,NYI,PIT
2011,20425,12/10/2011,PHI,TB
2011,20426,12/10/2011,DET,WPG
2011,20427,12/10/2011,CBJ,BOS
2011,20428,12/10/2011,STL,SJ
2011,20429,12/10/2011,NSH,ANA
2011,20430,12/10/2011,PHX,MIN
2011,20431,12/10/2011,CGY,EDM
2011,20432,12/10/2011,LA,DAL
2011,20433,12/11/2011,NYR,FLA
2011,20434,12/11/2011,CHI,SJ
2011,20435,12/12/2011,TB,NJ
2011,20436,12/13/2011,BOS,LA
2011,20437,12/13/2011,BUF,OTT
2011,20438,12/13/2011,TOR,CAR
2011,20439,12/13/2011,NYR,DAL
2011,20440,12/13/2011,PIT,DET
2011,20441,12/13/2011,WSH,PHI
2011,20442,12/13/2011,CBJ,VAN
2011,20443,12/13/2011,MTL,NYI
2011,20444,12/13/2011,FLA,NJ
2011,20445,12/13/2011,NSH,CGY
2011,20446,12/13/2011,WPG,MIN
2011,20447,12/13/2011,COL,SJ
2011,20448,12/14/2011,OTT,BOS
2011,20449,12/14/2011,MIN,CHI
2011,20450,12/14/2011,ANA,PHX
2011,20451,12/15/2011,NYI,DAL
2011,20452,12/15/2011,CAR,VAN
2011,20453,12/15/2011,CBJ,LA
2011,20454,12/15/2011,MTL,PHI
2011,20455,12/15/2011,TB,CGY
2011,20456,12/15/2011,STL,NYR
2011,20457,12/15/2011,NSH,DET
2011,20458,12/15/2011,WPG,WSH
2011,20459,12/15/2011,PHX,EDM
2011,20460,12/15/2011,SJ,COL
2011,20461,12/16/2011,NJ,DAL
2011,20462,12/16/2011,BUF,TOR
2011,20463,12/16/2011,OTT,PIT
2011,20464,12/16/2011,FLA,CGY
2011,20465,12/16/2011,CHI,ANA
2011,20466,12/17/2011,PHI,BOS
2011,20467,12/17/2011,TOR,VAN
2011,20468,12/17/2011,MTL,NJ
2011,20469,12/17/2011,PIT,BUF
2011,20470,12/17/2011,WPG,ANA
2011,20471,12/17/2011,DET,LA
2011,20472,12/17/2011,CBJ,TB
2011,20473,12/17/2011,NSH,STL
2011,20474,12/17/2011,MIN,NYI
2011,20475,12/17/2011,PHX,NYR
2011,20476,12/17/2011,COL,WSH
2011,20477,12/17/2011,SJ,EDM
2011,20478,12/18/2011,FLA,CAR
2011,20479,12/18/2011,CHI,CGY
2011,20480,12/18/2011,STL,CBJ
2011,20481,12/19/2011,BOS,MTL
2011,20482,12/19/2011,TOR,LA
2011,20483,12/19/2011,DAL,ANA
2011,20484,12/19/2011,COL,PHI
2011,20485,12/19/2011,EDM,DET
2011,20486,12/19/2011,VAN,MIN
2011,20487,12/20/2011,NJ,NYR
2011,20488,12/20/2011,PIT,CHI
2011,20489,12/20/2011,WSH,NSH
2011,20490,12/20/2011,OTT,BUF
2011,20491,12/20/2011,FLA,PHX
2011,20492,12/20/2011,WPG,NYI
2011,20493,12/20/2011,CGY,MIN
2011,20494,12/21/2011,CAR,PHX
2011,20495,12/21/2011,CHI,MTL
2011,20496,12/21/2011,DAL,PHI
2011,20497,12/21/2011,COL,STL
2011,20498,12/21/2011,VAN,DET
2011,20499,12/21/2011,SJ,TB
2011,20500,12/22/2011,TOR,BUF
2011,20501,12/22/2011,NYR,NYI
2011,20502,12/22/2011,OTT,FLA
2011,20503,12/22/2011,NSH,CBJ
2011,20504,12/22/2011,WPG,MTL
2011,20505,12/22/2011,CGY,DET
2011,20506,12/22/2011,EDM,MIN
2011,20507,12/22/2011,LA,ANA
2011,20508,12/23/2011,BOS,FLA
2011,20509,12/23/2011,NJ,WSH
2011,20510,12/23/2011,NYI,TOR
2011,20511,12/23/2011,NYR,PHI
2011,20512,12/23/2011,CAR,OTT
2011,20513,12/23/2011,WPG,PIT
2011,20514,12/23/2011,DAL,NSH
2011,20515,12/23/2011,COL,TB
2011,20516,12/23/2011,PHX,STL
2011,20517,12/23/2011,VAN,CGY
2011,20518,12/23/2011,SJ,LA
2011,20519,12/26/2011,MIN,COL
2011,20520,12/26/2011,BUF,WSH
2011,20521,12/26/2011,NYR,NYI
2011,20522,12/26/2011,CAR,NJ
2011,20523,12/26/2011,STL,DAL
2011,20524,12/26/2011,NSH,DET
2011,20525,12/26/2011,CHI,CBJ
2011,20526,12/26/2011,VAN,EDM
2011,20527,12/26/2011,LA,PHX
2011,20528,12/26/2011,SJ,ANA
2011,20529,12/27/2011,PIT,CAR
2011,20530,12/27/2011,CBJ,CGY
2011,20531,12/27/2011,OTT,MTL
2011,20532,12/27/2011,TB,PHI
2011,20533,12/27/2011,FLA,TOR
2011,20534,12/27/2011,DET,STL
2011,20535,12/27/2011,COL,WPG
2011,20536,12/28/2011,NJ,BUF
2011,20537,12/28/2011,WSH,NYR
2011,20538,12/28/2011,NSH,MIN
2011,20539,12/28/2011,CHI,LA
2011,20540,12/28/2011,PHX,BOS
2011,20541,12/28/2011,SJ,VAN
2011,20542,12/29/2011,NYI,CGY
2011,20543,12/29/2011,PIT,PHI
2011,20544,12/29/2011,CAR,TOR
2011,20545,12/29/2011,TB,MTL
2011,20546,12/29/2011,MIN,EDM
2011,20547,12/29/2011,WPG,LA
2011,20548,12/29/2011,DAL,CBJ
2011,20549,12/29/2011,COL,PHX
2011,20550,12/29/2011,ANA,VAN
2011,20551,12/30/2011,WSH,BUF
2011,20552,12/30/2011,OTT,CGY
2011,20553,12/30/2011,FLA,NYR
2011,20554,12/30/2011,STL,NSH
2011,20555,12/30/2011,CHI,DET
2011,20556,12/31/2011,NJ,PIT
2011,20557,12/31/2011,NYI,EDM
2011,20558,12/31/2011,TB,CAR
2011,20559,12/31/2011,FLA,MTL
2011,20560,12/31/2011,MIN,PHX
2011,20561,12/31/2011,BUF,OTT
2011,20562,12/31/2011,WPG,TOR
2011,20563,12/31/2011,DET,STL
2011,20564,12/31/2011,CBJ,WSH
2011,20565,12/31/2011,DAL,BOS
2011,20566,12/31/2011,ANA,COL
2011,20567,12/31/2011,LA,VAN
2011,20568,1/1/2012,NSH,CGY
2011,20569,1/2/2012,PHI,NYR
2011,20570,1/2/2012,OTT,NJ
2011,20571,1/2/2012,CHI,EDM
2011,20572,1/2/2012,VAN,SJ
2011,20573,1/2/2012,LA,COL
2011,20574,1/3/2012,BUF,EDM
2011,20575,1/3/2012,TOR,TB
2011,20576,1/3/2012,WSH,CGY
2011,20577,1/3/2012,CAR,NYI
2011,20578,1/3/2012,STL,PHX
2011,20579,1/3/2012,DAL,DET
2011,20580,1/4/2012,MTL,WPG
2011,20581,1/4/2012,NJ,BOS
2011,20582,1/4/2012,VAN,MIN
2011,20583,1/4/2012,ANA,SJ
2011,20584,1/5/2012,BOS,CGY
2011,20585,1/5/2012,TOR,WPG
2011,20586,1/5/2012,NYR,FLA
2011,20587,1/5/2012,PHI,CHI
2011,20588,1/5/2012,OTT,TB
2011,20589,1/5/2012,STL,EDM
2011,20590,1/5/2012,NSH,DAL
2011,20591,1/5/2012,LA,PHX
2011,20592,1/5/2012,SJ,CBJ
2011,20593,1/6/2012,NJ,FLA
2011,20594,1/6/2012,PIT,NYR
2011,20595,1/6/2012,CAR,BUF
2011,20596,1/6/2012,CHI,COL
2011,20597,1/6/2012,ANA,NYI
2011,20598,1/7/2012,BOS,VAN
2011,20599,1/7/2012,PHI,OTT
2011,20600,1/7/2012,DAL,EDM
2011,20601,1/7/2012,LA,CBJ
2011,20602,1/7/2012,BUF,WPG
2011,20603,1/7/2012,TOR,DET
2011,20604,1/7/2012,MTL,TB
